,Unit_ID,Registration_Number,Crime_No,Vehicle_Owner_ID,UserID,DEDT,Time,Date
187764,1162,NL01AC2379,2019000005,2019000069,117100001,3/12/2019 19:36,19:36,3/12/2019 
187765,1162,PY01CP9765,2018000331,2018001046,115900018,12/25/2018 13:23,13:23,12/25/2018 
187767,1163,KA20U5520,2019000002,2019000102,202000157,8/1/2019 17:37,17:37,8/1/2019 
187782,1163,KA35F276,2017000071,2017000557,116700002,7/23/2017 11:34,11:34,7/23/2017 
187821,1123,KA01MH3833,2018000435,2018000492,112100049,11/28/2018 10:30,10:30,11/28/2018 
187948,1090,KA-52-H-4263,2014000035,2017000747,107700565,4/26/2017 12:06,12:06,4/26/2017 
187949,1090,KA02N8452,2014000086,2014000051,123700026,9/8/2014 18:56,18:56,9/8/2014 
188173,1056,KA19C9829,2017000181,2018000015,103800053,1/5/2018 19:27,19:27,1/5/2018 
188195,1162,TN52K3466,2018000338,2019000019,99000009,1/12/2019 9:54, 9:54,1/12/2019
188364,1098,KA06EW7702,2018000335,2018002010,109800102,10/14/2018 12:50,12:50,10/14/2018 
188406,1177,KL57A2573,2017000181,2018000032,115800008,4/6/2018 13:46,13:46,4/6/2018 
188407,1178,BO7598,2018000131,2018000847,117600017,9/30/2018 9:34, 9:34,9/30/2018
188411,1178,KA37A3821,2018000182,2019000032,136600002,1/12/2019 7:26, 7:26,1/12/2019
188531,1159,KA37M9219,2018000153,2018000359,115900004,8/15/2018 17:01,17:01,8/15/2018 
188561,1121,Ka100000,2017000254,2017001160,112000036,11/14/2017 18:58,18:58,11/14/2017 
188615,1164,KA17A9608,2018000031,2018000870,116300024,10/29/2018 13:22,13:22,10/29/2018 
188626,1164,KA19MJ0826,2018000131,2018000410,117200018,7/11/2018 10:24,10:24,7/11/2018 
188654,1123,KA-10M-4302,2018000142,2018000291,111900001,7/7/2018 12:32,12:32,7/7/2018 
188658,1112,KA44J1724,2016000001,2016000010,82800037,2/16/2016 16:51,16:51,2/16/2016 
188666,1112,KA44T410,2015000130,2015003283,107700763,11/19/2015 16:34,16:34,11/19/2015 
188771,1169,KA25EF5686,2016000033,2017000040,117200010,3/21/2017 11:40,11:40,3/21/2017 
188772,1169,KA27H3019,2016000012,2017000054,117100024,3/24/2017 10:58,10:58,3/24/2017 
188777,1169,KA37W0226,2018000026,2018004953,116900021,8/2/2018 11:14,11:14,8/2/2018 
188890,1098,KA02MA2671,2015000117,2015000197,107701291,8/17/2015 15:10,15:10,8/17/2015 
188965,1061,KA-12-P-9222,2015000121,2015000719,106000020,4/30/2015 12:09,12:09,4/30/2015 
188998,1163,KA28EA1904,2016000095,2016000191,117300023,8/17/2016 10:32,10:32,8/17/2016 
189003,1163,KA29A5550,2014000015,2014000017,116900019,3/5/2014 17:24,17:24,3/5/2014 
189032,1163,KA37EB4277,2018000111,2019000024,116200029,1/23/2019 23:01,23:01,1/23/2019 
189079,1178,KA27L9285,2015000029,2015000014,8100079,7/1/2015 17:10,17:10,7/1/2015 
189080,1178,KA29F1073,2016000001,2016000006,116400015,5/26/2016 9:45, 9:45,5/26/2016
189082,1178,KA35TR9858,2014000021,2014000006,117800037,2/14/2014 12:03,12:03,2/14/2014 
189092,1178,KA36EF3027,2018000181,2019000016,116300011,1/9/2019 8:43, 8:43,1/9/2019
189123,1162,KA35A6348,2015000243,2015000311,117200028,10/22/2015 12:52,12:52,10/22/2015 
189143,1098,KA19P8740,2018000333,2018001878,107701557,8/22/2018 13:20,13:20,8/22/2018 
189170,1099,KA-01-AD-3589,2018000209,2018000892,107701045,12/20/2018 10:49,10:49,12/20/2018 
189178,1121,KA108052,2018000184,2018000020,113300012,5/22/2018 19:02,19:02,5/22/2018 
189244,1111,KA01HP4929,2018000093,2018001709,107701283,11/14/2018 18:22,18:22,11/14/2018 
189271,1113,KA-17-F-1487,2014000003,2014000082,107700460,3/17/2014 17:17,17:17,3/17/2014 
189351,1123,KA-10H-2056,2018000322,2018000323,85800025,8/10/2018 18:14,18:14,8/10/2018 
189398,1199,KA20EF0094,2015000106,2015000465,120100029,11/4/2015 12:43,12:43,11/4/2015 
189399,1199,KA20EF1201,2015000124,2017000543,119700015,5/3/2017 13:10,13:10,5/3/2017 
189406,1199,KA20EH4393,2015000038,2017000051,119800031,3/3/2017 9:57, 9:57,3/3/2017
189409,1199,KA20EJ0161,2016000089,2016000410,120600017,7/23/2016 17:20,17:20,7/23/2016 
189410,1199,KA20EN0887,2018000101,2018000608,121200017,10/26/2018 16:57,16:57,10/26/2018 
189437,1119,KA06B8828,2014000219,2017000247,57100020,5/2/2017 17:13,17:13,5/2/2017 
189480,1206,KA20R8214,2017000039,2017000059,119800005,5/10/2017 17:09,17:09,5/10/2017 
189669,1199,KA20EE6043,2015000017,2015000111,120600011,3/12/2015 11:49,11:49,3/12/2015 
189673,1098,KA01HU1176,2017000421,2017009934,107701569,9/7/2017 17:17,17:17,9/7/2017 
189693,1056,KA19ET8167,2017000205,2018000011,105900032,1/5/2018 16:45,16:45,1/5/2018 
189797,1199,KA20EH7182,2016000127,2016000532,122100006,10/14/2016 12:52,12:52,10/14/2016 
189813,1162,MP10H0327,2015000025,2015000017,116800055,2/18/2015 11:18,11:18,2/18/2015 
189817,1162,TN30AR2886,2015000008,2015000006,115500015,1/16/2015 18:31,18:31,1/16/2015 
189834,1163,KA37A2042,2018000161,2018000580,116200022,11/17/2018 10:48,10:48,11/17/2018 
189842,1164,AP21AS2211,2014000109,2017000694,116400035,7/22/2017 17:56,17:56,7/22/2017 
189850,1164,KA25ED7573,2017000197,2018000153,117300029,3/14/2018 21:22,21:22,3/14/2018 
189853,1164,KA26V0375,2017000180,2018000264,115800018,6/15/2018 5:19, 5:19,6/15/2018
189854,1164,KA35X2723,2014000024,2014000054,168600016,4/25/2014 17:57,17:57,4/25/2014 
189899,1162,Ka35N6858,2018000181,2018000631,116200033,7/25/2018 12:23,12:23,7/25/2018 
189904,1112,KA13TB6118,2018000009,2018000360,107700576,3/5/2018 19:27,19:27,3/5/2018 
189964,1159,KA51AA2949,2018000125,2018000179,115900042,6/22/2018 12:25,12:25,6/22/2018 
189967,1160,KA261293,2016000064,2017000024,117600015,3/14/2017 12:34,12:34,3/14/2017 
189969,1160,KA26Y7666,2017000215,2018000009,115800010,1/12/2018 19:39,19:39,1/12/2018 
189992,1056,KA19ER6573,2017000202,2018000002,104100040,1/5/2018 11:36,11:36,1/5/2018 
190186,1130,KA01C9403,2016000096,2016000016,113200038,8/3/2016 13:18,13:18,8/3/2016 
190187,1130,KA02JL3707,2018000176,2018000076,112100023,7/27/2018 16:36,16:36,7/27/2018 
190189,1130,KA05EF2390,2015000122,2017000252,68200080,5/8/2017 12:36,12:36,5/8/2017 
190191,1130,KA09B9058,2014000007,2014000012,140500055,2/11/2014 0:26, 0:26,2/11/2014
190198,1163,KA04ML6229,2018000090,2018000518,116300018,8/14/2018 12:55,12:55,8/14/2018 
190313,1172,KA228822,2018000071,2019000039,117800003,2/15/2019 19:35,19:35,2/15/2019 
190316,1172,KA35N1326,2015000251,2017000073,115900021,6/7/2017 17:22,17:22,6/7/2017 
190386,1069,KA19EA9209,2019000045,2019000205,106000029,6/12/2019 16:28,16:28,6/12/2019 
190615,1164,KA25B2957,2017000127,2018000089,116300030,1/30/2018 17:11,17:11,1/30/2018 
190624,1164,KA261451,2018000192,2018000852,116800033,10/26/2018 18:25,18:25,10/26/2018 
190647,1113,KA-00-0000,2019000005,2019000020,107701418,2/8/2019 10:16,10:16,2/8/2019 
190655,1113,KA16C8140,2017000082,2017000666,107700645,7/26/2017 19:57,19:57,7/26/2017 
190684,1121,KA10L1009,2016000022,2016000013,111900034,6/27/2016 10:40,10:40,6/27/2016 
190812,1069,KA19ET8286,2019000002,2019000181,168000053,5/20/2019 17:27,17:27,5/20/2019 
190930,1113,KA51ED1198,2017000002,2017000627,107701279,5/27/2017 13:39,13:39,5/27/2017 
190977,1090,KA06HA7914,2018000052,2018000495,107700748,8/27/2018 15:54,15:54,8/27/2018 
191053,1069,KA21X6656,2018000252,2018000232,106300007,7/1/2018 0:26, 0:26,7/1/2018
191062,1201,KA20C5449,2016000027,2016000017,119600001,2/28/2016 12:07,12:07,2/28/2016 
191063,1201,KA20C5930,2014000097,2014000083,119400062,7/18/2014 15:28,15:28,7/18/2014 
191064,1201,KA20C6788,2015000080,2015000146,121700025,5/18/2015 11:21,11:21,5/18/2015 
191067,1201,KA20D3131,2015000219,2016000002,120100012,1/12/2016 13:11,13:11,1/12/2016 
191076,1201,KA20EF1698,2016000002,2017000061,103600020,5/10/2017 17:14,17:14,5/10/2017 
191146,1099,KA096736,2017000212,2017002368,107701667,11/30/2017 13:01,13:01,11/30/2017 
191259,1098,KA21A8185,2015000122,2015000137,107700966,7/16/2015 14:23,14:23,7/16/2015 
191328,1033,KA15S5079,2017000247,2017000928,103300056,11/20/2017 13:17,13:17,11/20/2017 
191355,1199,KA20ED8488,2019000010,2019000121,100000052,5/14/2019 18:41,18:41,5/14/2019 
191357,1199,KA20EE6932,2014000065,2014000308,119900050,6/17/2014 18:54,18:54,6/17/2014 
191364,1199,KA20EN8145,2018000002,2018000124,120200011,1/28/2018 10:59,10:59,1/28/2018 
191386,1178,KA01AH4741,2019000002,2019000060,115500031,3/31/2019 17:04,17:04,3/31/2019 
191398,1198,KA18A1862,2016000210,2017000361,120000013,5/12/2017 19:51,19:51,5/12/2017 
191400,1159,KA37X7943,2018000133,2018000195,115900010,6/29/2018 13:36,13:36,6/29/2018 
191416,1178,KA26F978,2018000186,2019000022,117600010,1/10/2019 7:05, 7:05,1/10/2019
191465,1130,KA107742,2018000034,2018000021,112900018,4/2/2018 13:08,13:08,4/2/2018 
191469,1130,KA10Q1291,2017000187,2018000041,112800016,6/21/2018 19:26,19:26,6/21/2018 
191475,1199,KA20EF1421,2018000014,2018000207,121900017,4/3/2018 15:27,15:27,4/3/2018 
191481,1199,KA20EJ2557,2017000091,2017001038,23600933,8/20/2017 16:27,16:27,8/20/2017 
191487,1199,KA20EN0188,2017000156,2018000038,162800008,1/10/2018 15:49,15:49,1/10/2018 
191494,1199,KA20MA6420,2018000013,2018000182,121700022,3/27/2018 18:09,18:09,3/27/2018 
191498,1199,KA20P4225,2014000004,2014000046,119400099,1/8/2014 19:01,19:01,1/8/2014 
191576,1099,KA-02-MA-0589,2018000077,2018000309,107700729,4/5/2018 12:13,12:13,4/5/2018 
191768,1172,KA01AA6929,2017000104,2017000091,117100043,6/23/2017 12:13,12:13,6/23/2017 
191848,1199,KA20EE9887,2019000005,2019000075,120100027,4/15/2019 17:28,17:28,4/15/2019 
191887,1178,KA02HL1741,2018000175,2019000028,117200009,1/12/2019 6:59, 6:59,1/12/2019
191902,1178,MB9391,2017000167,2018000045,13600052,6/10/2018 18:16,18:16,6/10/2018 
191905,1198,KA20A9773,2018000122,2018000064,120600003,9/10/2018 14:05,14:05,9/10/2018 
191909,1023,KA03AC4489,2018000372,2018000449,103200001,8/4/2018 11:27,11:27,8/4/2018 
191999,1111,KA51MD769,2018000026,2018000381,107701021,4/5/2018 15:47,15:47,4/5/2018 
192012,1113,KA02HB6451,2017000142,2018000002,107700800,1/18/2018 11:30,11:30,1/18/2018 
192029,1119,KA12A6708,2014000013,2014000002,89200046,5/10/2014 10:24,10:24,5/10/2014 
192043,1033,KA15EB5177,2018000267,2019000024,103300014,2/2/2019 13:27,13:27,2/2/2019 
192093,1198,KA20D7123,2018000153,2018000077,23600910,9/19/2018 15:26,15:26,9/19/2018 
192094,1198,KA20EE6300,2018000135,2018000089,91900237,10/3/2018 11:59,11:59,10/3/2018 
192096,1113,KA06P0973,2017000137,2017000736,107700694,12/6/2017 14:07,14:07,12/6/2017 
192144,1208,KA-20-C-5542,2014000091,2014000292,120200042,8/18/2014 13:22,13:22,8/18/2014 
192273,1198,KA19D0410,2016000175,2016000070,122500009,12/8/2016 10:45,10:45,12/8/2016 
192312,1099,KA-03-N-4971,2018000210,2018000858,107701491,11/23/2018 13:57,13:57,11/23/2018 
192313,1099,KA-04-HG-1252,2018000227,2019000040,107701395,2/17/2019 16:10,16:10,2/17/2019 
192316,1099,KA-06-D-4468,2018000108,2018000480,107701260,6/26/2018 18:02,18:02,6/26/2018 
192405,1198,KA20D3429,2017000219,2018000010,119400150,2/5/2018 10:30,10:30,2/5/2018 
192433,1162,KA34B1246,2018000204,2018000683,116300015,7/31/2018 11:02,11:02,7/31/2018 
192440,1162,KA35ED3865,2017000146,2017000972,116200045,7/20/2017 19:07,19:07,7/20/2017 
192487,1130,KA105447,2014000060,2014000081,68200110,8/28/2014 11:51,11:51,8/28/2014 
192490,1130,KA10A1926,2017000165,2017000488,112300044,10/12/2017 11:37,11:37,10/12/2017 
192542,1199,KA20EE5614,2017000062,2017000925,121000025,6/5/2017 13:45,13:45,6/5/2017 
192638,1199,KA20EN9083,2017000127,2018000108,120600031,1/24/2018 12:06,12:06,1/24/2018 
192766,1163,KA25F3271,2017000123,2017000584,115800027,8/30/2017 16:45,16:45,8/30/2017 
192767,1163,KA26J8065,2018000097,2018000506,115900011,7/28/2018 18:21,18:21,7/28/2018 
192816,1162,KA37EC5481,2018000259,2018000861,136600013,10/28/2018 10:52,10:52,10/28/2018 
192835,1162,KA426036,2015000103,2015000157,117600034,5/5/2015 11:50,11:50,5/5/2015 
192873,1119,KA10U3270,2015000112,2015000012,111900039,9/21/2015 15:10,15:10,9/21/2015 
192979,1178,KA35F106,2016000004,2016000012,117600046,5/27/2016 11:45,11:45,5/27/2016 
192987,1198,KA20B2486,2018000109,2018000051,23600955,9/9/2018 12:12,12:12,9/9/2018 
193016,1206,KA20R4011,2015000052,2017000118,121700021,5/22/2017 10:22,10:22,5/22/2017 
193121,1160,KA26U4756,2018000038,2018000230,36500015,3/19/2018 16:12,16:12,3/19/2018 
193159,1099,KA02JB4582,2018000236,2019000032,107701372,2/7/2019 19:03,19:03,2/7/2019 
193179,1162,KA27EK0524,2018000353,2019000060,116800035,2/11/2019 19:56,19:56,2/11/2019 
193190,1162,KA37EC8555,2018000294,2019000006,117600024,1/7/2019 18:06,18:06,1/7/2019 
193389,1033,KA15Q0373,2015000017,2015000150,188500005,7/8/2015 11:57,11:57,7/8/2015 
193397,1033,KA15W1297,2018000246,2019000070,188600037,3/21/2019 12:15,12:15,3/21/2019 
193426,1098,KA44U2648,2017000645,2018000164,165500077,1/26/2018 10:35,10:35,1/26/2018 
193504,1199,KA20MB9465,2018000045,2018000324,121500025,6/2/2018 10:02,10:02,6/2/2018 
193521,1199,KA20V2707,2017000012,2017000021,119700032,2/6/2017 17:20,17:20,2/6/2017 
193532,1074,KA21H9866,2015000027,2015000007,106000031,3/4/2015 15:45,15:45,3/4/2015 
193569,1089,KA06-EU-5532,2017000251,2017002523,107701677,11/25/2017 12:27,12:27,11/25/2017 
193756,1164,GA09u2920,2018000247,2019000046,116300009,2/23/2019 11:21,11:21,2/23/2019 
193757,1164,KA25EG3551,2018000129,2018000412,136600027,7/11/2018 11:38,11:38,7/11/2018 
193760,1164,KA29R7178,2018000047,2018000270,115900047,6/15/2018 11:19,11:19,6/15/2018 
193834,1172,KA-37-M-7534,2014000155,2014000084,98900031,5/23/2014 11:58,11:58,5/23/2014 
193836,1172,KA-37-R-214,2014000162,2014000119,117200008,6/1/2014 19:09,19:09,6/1/2014 
193864,1162,TN52M1029,2019000018,2019000075,116300003,3/19/2019 23:24,23:24,3/19/2019 
193888,1163,KA379717,2018000015,2018000323,117600007,3/2/2018 20:19,20:19,3/2/2018 
194120,1162,KA372596,2014000042,2014000047,116200009,2/23/2014 20:22,20:22,2/23/2014 
194248,1093,KA06EU9986,2017000257,2017002171,107700647,8/12/2017 13:19,13:19,8/12/2017 
194265,1001,KA35A0320,2018000086,2019000026,102300018,1/6/2019 14:37,14:37,1/6/2019 
194374,1172,KA34TP5491,2019000013,2019000086,117100026,5/3/2019 20:07,20:07,5/3/2019 
194391,1210,KA19D5202,2019000001,2019000021,120000021,1/19/2019 10:39,10:39,1/19/2019 
194398,1210,KA20D8127,2018000047,2018000141,122400001,7/22/2018 16:36,16:36,7/22/2018 
194507,1210,KA20EE8605,2017000129,2017000352,106300034,11/10/2017 19:18,19:18,11/10/2017 
194514,1163,KA36K1228,2018000138,2019000046,116300046,2/14/2019 14:26,14:26,2/14/2019 
194648,1202,KA20Z3748,2017000280,2017000685,119900007,12/8/2017 18:16,18:16,12/8/2017 
194650,1203,AP22V8790,2014000061,2014000135,91900094,8/3/2014 17:02,17:02,8/3/2014 
194653,1203,KA19AA8847,2016000184,2017000008,119800009,1/1/2017 17:38,17:38,1/1/2017 
194672,1203,KA19MC6488,2017000158,2017000736,194300170,9/30/2017 16:13,16:13,9/30/2017 
194732,1123,KA-10L-5712,2017000296,2017000929,112300022,6/11/2017 8:11, 8:11,6/11/2017
194807,1130,KA10-2664,2016000145,2016000142,111900013,12/8/2016 23:21,23:21,12/8/2016 
194810,1130,KA10S9320,2018000018,2018000006,113200021,2/26/2018 22:36,22:36,2/26/2018 
194834,1164,KA37EF8679,2018000251,2019000061,117600053,3/25/2019 22:39,22:39,3/25/2019 
194840,1167,KA258235,2014000016,2017000188,116900001,3/22/2017 12:38,12:38,3/22/2017 
194842,1167,KA379662,2016000014,2016000089,117800001,7/7/2016 18:02,18:02,7/7/2016 
194862,1167,KA37EA3928,2015000095,2017000104,115500024,3/16/2017 18:33,18:33,3/16/2017 
194892,1167,KA17D1124,2018000018,2018000201,117600022,7/7/2018 15:56,15:56,7/7/2018 
194904,1167,KA376583,2015000028,2015000002,116800040,4/16/2015 12:05,12:05,4/16/2015 
194924,1172,KA-37-L-7838,2014000214,2014000200,115900017,8/11/2014 11:34,11:34,8/11/2014 
194937,1172,KA379292,2017000102,2017000142,117200037,11/2/2017 16:45,16:45,11/2/2017 
194938,1172,KA37ED3917,2018000301,2019000100,187400054,6/1/2019 5:34, 5:34,6/1/2019
195002,1167,KA37Q2711,2016000090,2017000079,116700033,3/14/2017 18:18,18:18,3/14/2017 
195034,1123,KA-10X-8749,2018000461,2018000464,112300056,10/28/2018 11:24,11:24,10/28/2018 
195041,1202,MH14DX3497,2018000115,2018000251,167800015,7/15/2018 17:44,17:44,7/15/2018 
195045,1203,KA19C3499,2018000028,2018000069,120800050,4/18/2018 14:09,14:09,4/18/2018 
195046,1203,KA19C6739,2018000092,2018000166,23600882,9/24/2018 16:58,16:58,9/24/2018 
195054,1172,KA-37-TZ-0144,2014000208,2014000171,116800016,7/1/2014 21:14,21:14,7/1/2014 
195059,1173,KA-37-EC-4722,2016000204,2017000014,180900238,3/22/2017 17:42,17:42,3/22/2017 
195063,1173,KA37X213,2017000143,2017001273,115900043,11/18/2017 10:34,10:34,11/18/2017 
195065,1176,KA-01-AE-7605,2014000073,2014000180,14820026,6/14/2014 20:02,20:02,6/14/2014 
195079,1167,KA36V7030,2018000104,2018000373,116400026,11/2/2018 12:26,12:26,11/2/2018 
195185,1172,KA35EB3579,2017000284,2018000102,136600005,8/14/2018 20:32,20:32,8/14/2018 
195247,1061,KA01AE9233,2018000026,2018000138,166900023,4/23/2018 16:32,16:32,4/23/2018 
195345,1163,KA35NT4554,2018000141,2018000540,115800014,9/3/2018 14:27,14:27,9/3/2018 
195385,1164,KA37A5432,2017000152,2018000165,117600002,3/21/2018 10:13,10:13,3/21/2018 
195405,1098,KA06D0368,2014000190,2014000165,107700732,7/23/2014 14:24,14:24,7/23/2014 
195421,1172,KA36EG7186,2018000427,2019000121,115900040,7/13/2019 22:07,22:07,7/13/2019 
195496,1167,KA17A7785,2018000124,2018000350,136600029,8/23/2018 12:42,12:42,8/23/2018 
195505,1172,KA37ED0055,2018000291,2019000014,116800009,1/18/2019 22:08,22:08,1/18/2019 
195511,1173,KA36ED3769,2017000045,2017000517,116900027,6/4/2017 21:10,21:10,6/4/2017 
195567,1210,KA19D8680,2017000130,2017000343,120100018,10/5/2017 14:19,14:19,10/5/2017 
195712,1173,KA36TC4181,2018000221,2019000002,115900028,1/3/2019 10:39,10:39,1/3/2019 
195753,1169,KA34TW8043,2014000006,2014000028,116800030,3/20/2014 9:29, 9:29,3/20/2014
195831,1023,KA15TA0533,2018000243,2018000364,103300017,6/7/2018 20:48,20:48,6/7/2018 
195881,1169,KA37A1219,2018000023,2018007479,38100016,9/11/2018 10:33,10:33,9/11/2018 
196011,1064,KA-19MC5704,2017000090,2017000327,106000046,5/14/2017 19:14,19:14,5/14/2017 
196140,1173,KA36B2946,2018000125,2018000090,117300015,6/18/2018 12:50,12:50,6/18/2018 
196162,1176,KA-20-N-5369,2017000368,2018001018,117200032,2/25/2018 17:37,17:37,2/25/2018 
196216,1099,KA-01-AF-4665,2017000227,2018000321,107701586,5/23/2018 19:28,19:28,5/23/2018 
196220,1099,KA-40-A-3310,2017000095,2017001228,107701466,5/17/2017 18:06,18:06,5/17/2017 
196297,1198,KA01ML2806,2018000187,2019000002,120800016,1/18/2019 11:10,11:10,1/18/2019 
196365,1173,KA04MH2571,2017000169,2018000002,116000032,1/8/2018 19:44,19:44,1/8/2018 
196946,1173,KA36ER5140,2019000009,2019000016,117800029,2/18/2019 12:52,12:52,2/18/2019 
196956,1176,GJ-10-TT-9188,2016000150,2016000130,136600007,5/20/2016 14:24,14:24,5/20/2016 
196978,1206,KA20Y3830,2017000059,2017000134,119800011,5/24/2017 10:51,10:51,5/24/2017 
196981,1208,KA-09-Z-1201,2018000266,2019000006,119700034,1/4/2019 16:17,16:17,1/4/2019 
196986,1208,KA-20-EA-7836,2018000012,2018000027,119700020,1/31/2018 19:53,19:53,1/31/2018 
197001,1176,KA-29-EB-8897,2016000263,2016000233,117600027,9/5/2016 20:43,20:43,9/5/2016 
197056,1210,Ka20C3439,2015000043,2015000111,121200010,5/16/2015 16:45,16:45,5/16/2015 
197077,1100,KA-01AF-2698,2017000191,2017002698,107701312,12/19/2017 16:00,16:00,12/19/2017 
197105,1130,KA09C5405,2019000001,2019000024,112300058,1/31/2019 12:12,12:12,1/31/2019 
197106,1130,KA10h9857,2018000186,2018000055,113200051,6/30/2018 12:17,12:17,6/30/2018 
197248,1210,KA20A9360,2017000137,2017000358,121100001,11/11/2017 22:26,22:26,11/11/2017 
197249,1210,KA20EA7936,2014000035,2014000034,121000040,3/10/2014 14:37,14:37,3/10/2014 
197259,1210,KA20MB6643,2018000038,2018000089,121200037,5/4/2018 12:15,12:15,5/4/2018 
197264,1210,KA20V1592,2015000050,2015000134,122000015,5/24/2015 9:15, 9:15,5/24/2015
197275,1208,KA-20-ED-3167,2018000007,2018000031,119800014,1/31/2018 23:47,23:47,1/31/2018 
197429,1130,KA01MB2087,2019000005,2019000011,113300023,1/30/2019 18:30,18:30,1/30/2019 
197433,1130,KA10A3058,2018000231,2018000123,113700033,10/16/2018 11:38,11:38,10/16/2018 
197467,1203,KA-19-AB-6199,2018000080,2018000162,120100005,8/23/2018 10:38,10:38,8/23/2018 
197541,1130,KA55X1050,2017000168,2017000492,68200120,10/12/2017 19:04,19:04,10/12/2017 
197571,1198,KA20EM8555,2017000225,2018000012,119700007,2/5/2018 11:37,11:37,2/5/2018 
197631,1211,KA20X0649,2018000306,2018000490,121100009,12/18/2018 10:26,10:26,12/18/2018 
197635,1206,KA20W8380,2018000084,2018000070,162800030,9/17/2018 17:40,17:40,9/17/2018 
197636,1206,KA20Z0711,2018000118,2019000006,119900006,1/5/2019 17:43,17:43,1/5/2019 
197767,1215,KA20A9029,2017000019,2017000496,136600069,3/24/2017 17:52,17:52,3/24/2017 
197781,1215,KA20EB0635,2014000042,2014000014,121000003,5/27/2014 12:29,12:29,5/27/2014 
197783,1215,KA20ED6302,2018000095,2019000039,95300020,3/9/2019 12:02,12:02,3/9/2019 
197785,1215,KA20EG1616,2018000061,2018000078,120200006,10/1/2018 11:19,11:19,10/1/2018 
197793,1208,KA-20-C-1780,2017000375,2017001207,120000015,12/2/2017 18:44,18:44,12/2/2017 
198043,1211,KA20Z3349,2017000203,2017001364,122000016,6/29/2017 15:47,15:47,6/29/2017 
198044,1211,KA20Z6076,2018000330,2019000004,122500031,1/2/2019 17:21,17:21,1/2/2019 
198069,1199,KA20a0822,2014000074,2014000312,119900025,6/18/2014 11:08,11:08,6/18/2014 
198106,1004,KA14N8689,2019000036,2019000227,100100078,4/4/2019 19:04,19:04,4/4/2019 
198157,1130,KA-10-6983,2017000081,2017000316,113300043,6/3/2017 11:13,11:13,6/3/2017 
198172,1211,KA20X4056,2016000356,2016000398,3400364,10/24/2016 12:14,12:14,10/24/2016 
198240,1208,KA19AB1008,2016000120,2016000038,121100014,2/27/2016 11:17,11:17,2/27/2016 
198336,1130,KA107443,2016000103,2016000010,112400007,8/2/2016 11:48,11:48,8/2/2016 
198391,1198,KA20V4337,2018000006,2018000032,119800019,5/17/2018 11:22,11:22,5/17/2018 
198421,1208,KA0000,2018000156,2018000266,121600013,7/10/2018 11:00,11:00,7/10/2018 
198451,1171,AP02X7566,2017000390,2018000108,117800027,4/4/2018 19:55,19:55,4/4/2018 
198478,1171,KA37A1407,2017000092,2017000310,116200036,6/1/2017 20:44,20:44,6/1/2017 
198497,1210,KA20EH1933,2018000114,2019000002,119900012,1/16/2019 13:14,13:14,1/16/2019 
198525,1211,KA20AA0086,2017000154,2017001297,121900012,5/24/2017 12:18,12:18,5/24/2017 
198527,1211,KA20B3722,2016000078,2016000090,119700008,2/14/2016 18:19,18:19,2/14/2016 
198541,1208,KA01MA2632,2018000145,2018000212,122100007,6/26/2018 18:17,18:17,6/26/2018 
198564,1132,KA10S4212,2016000001,2016000002,111900060,3/20/2016 11:13,11:13,3/20/2016 
198602,1094,KA-06-EX-7107,2019000014,2019000364,107701268,3/2/2019 14:27,14:27,3/2/2019 
198649,1212,KA-20-A-7100,2017000206,2017000012,105100026,5/15/2017 17:04,17:04,5/15/2017 
198651,1212,KA04MF1765,2018000163,2018000336,119700029,11/10/2018 18:42,18:42,11/10/2018 
198842,1132,KA10L6759,2019000012,2019000082,136500157,10/22/2019 11:37,11:37,10/22/2019 
198917,1208,KA00000,2018000159,2018000285,121900027,7/26/2018 16:28,16:28,7/26/2018 
198949,1004,KA14N9619,2017000284,2018000073,180901076,3/25/2018 17:04,17:04,3/25/2018 
198996,1173,KA29M3998,2016000154,2016000049,116800058,9/23/2016 21:03,21:03,9/23/2016 
198997,1173,KA35Y9687,2018000133,2018000113,214500002,6/23/2018 19:07,19:07,6/23/2018 
199151,1208,KA19B7363,2015000044,2015000022,116100001,10/6/2015 16:55,16:55,10/6/2015 
199160,1198,KA20EB2388,2018000191,2019000010,121600010,1/29/2019 13:20,13:20,1/29/2019 
199264,1133,KA109477,2014000022,2014000002,113200017,9/25/2014 14:39,14:39,9/25/2014 
199299,1171,KA36N7772,2017000127,2017000495,116200034,6/20/2017 13:00,13:00,6/20/2017 
199311,1169,KA35V4503,2014000008,2014000041,117100036,3/24/2014 10:52,10:52,3/24/2014 
199335,1171,KA01P6349,2017000120,2017000511,116900009,7/22/2017 18:34,18:34,7/22/2017 
199366,1004,KA15M7239,2019000006,2019000221,101400017,4/4/2019 13:51,13:51,4/4/2019 
199408,1171,KA37EC1779,2018000037,2018000128,116900018,4/9/2018 12:48,12:48,4/9/2018 
199413,1171,KA37M5490,2017000099,2017000318,116900013,6/2/2017 13:08,13:08,6/2/2017 
199496,1178,KA36B0443,2018000089,2018000607,117100029,7/11/2018 12:50,12:50,7/11/2018 
199648,1208,KA-20-U-4309,2018000144,2018000292,121700004,8/13/2018 10:37,10:37,8/13/2018 
199661,1208,KA20D8945,2018000142,2018000279,121200016,7/23/2018 17:10,17:10,7/23/2018 
199695,1212,GJ25T7652,2014000104,2014000130,121600034,6/13/2014 12:12,12:12,6/13/2014 
